,Store,Date,CategoryID,ProductID,Q1,Q2,Q3,Q4,SpecialID
87,2,2019-01-26,42,242XXRP,8438.99,6920.1,8394.74,8733.53,
88,2,2019-11-03,44,244XXRP,8788.47,8245.97,7964.71,7602.02,
89,2,2019-11-24,45,245XXRP,27.5,20.5,42.25,164.5,
90,2,2019-05-20,46,246XXRP,30328.88,28121.34,31354.92,28812.0,
91,2,2019-07-13,47,247XXRP,0.0,,,,
92,2,2019-12-13,48,248XXRP,2357.0,1405,117.0,2607.0,
93,2,2019-11-19,49,249XXRP,15767.0,15567.51,18008.47,17831.27,
94,2,2019-01-09,43,293XXRP,66106.91,68501.78,61551.04,57055.68,
95,3,2019-11-05,1,31XXRP,6453.58,12748.72,8918.31,4992.0,
96,3,2019-08-17,2,32XXRP,17566.72,15177.3,15676.11,15112.23,
97,3,2019-05-17,3,33XXRP,4710.29,4887.08,4461.75,4807.77,
98,3,2019-03-01,4,34XXRP,8495.1,8489.46,7824.13,8012.43,
99,3,2019-08-20,5,35XXRP,15051.48,12981.72,12577.82,9913.15,
100,3,2019-10-13,6,36XXRP,2181.93,2605.51,2767.05,2289.72,
101,3,2019-01-10,7,37XXRP,8914.32,8087.19,8767.34,8826.12,
102,3,2019-10-07,8,38XXRP,9556.23,8134.91,9049.87,8971.63,
103,3,2019-12-01,9,39XXRP,4349.71,4043.26,5073.94,5125.37,
104,3,2019-03-31,10,310XXRP,11396.86,9630.52,10805.61,9937.75,
105,3,2019-01-18,11,311XXRP,4893.73,4987.86,5528.31,4613.46,
106,3,2019-02-12,12,312XXRP,2353.57,2471.91,2292.06,1934.68,
107,3,2019-04-05,13,313XXRP,11747.06,10785.3,10945.53,11247.83,
108,3,2019-08-16,14,314XXRP,4615.67,5336.32,5136.54,5550.58,
109,3,2019-11-02,16,316XXRP,3701.57,4451.31,6472.84,6322.12,
110,3,2019-11-05,17,317XXRP,3163.43,3916.9,3237.2,2917.09,
111,3,2019-01-12,18,318XXRP,2201.25,7812.75,3756.81,223.44,
112,3,2019-05-02,19,319XXRP,764.14,1025.06,646.34,836.72,
113,3,2019-12-28,20,320XXRP,1771.44,1423.02,1837.09,1702.71,
114,3,2019-09-25,21,321XXRP,1228.56,1052.41,1273.03,1259.2,
115,3,2019-05-30,22,322XXRP,4508.2,4195.53,3323.17,4076.85,
116,3,2019-12-18,23,323XXRP,10280.8,8957.69,9342.67,8134.79,
117,3,2019-04-01,24,324XXRP,2581.34,2949.98,2431.3,2119.91,
118,3,2019-04-17,25,325XXRP,4787.5,4179.75,4237.5,3506.0,
119,3,2019-09-10,26,326XXRP,4652.78,4237.58,4733.06,3889.4,
120,3,2019-12-07,27,327XXRP,947.0,818,753.0,679.5,
121,3,2019-09-01,28,328XXRP,176.25,253.36,281.3,216.89,
122,3,2019-10-31,29,329XXRP,1968.94,2015.5,2206.5,1438.0,
123,3,2019-07-04,30,330XXRP,1977.76,1637.5,1801.64,1320.76,
124,3,2019-06-12,31,331XXRP,1272.76,1149,748.96,983.96,
125,3,2019-12-11,32,332XXRP,6928.39,7313.39,9081.68,4021.1,
126,3,2019-06-19,33,333XXRP,4127.49,2991.55,3728.69,2889.76,
127,3,2019-09-11,34,334XXRP,6032.36,5754.5,6298.83,4388.83,
128,3,2019-05-03,35,335XXRP,1785.0,1609,1492.0,1285.0,
129,3,2019-11-05,36,336XXRP,245.0,419,37.0,314.5,
130,3,2019-01-31,38,338XXRP,155897.94,112533.94,119958.78,144088.08,
131,3,2019-01-14,40,340XXRP,19987.85,19494.21,18574.54,19826.13,
132,3,2019-04-04,41,341XXRP,557.58,543.71,493.54,530.0,
133,3,2019-08-07,42,342XXRP,3680.66,3032.16,4607.05,3413.65,
134,3,2019-11-02,44,344XXRP,1771.82,2738.65,1210.29,1348.82,
135,3,2019-06-18,45,345XXRP,4.5,,4.0,,
136,3,2019-01-26,46,346XXRP,6504.28,5176.71,5810.94,4992.1,
137,3,2019-07-19,47,347XXRP,10.0,83,,,
138,3,2019-01-31,49,349XXRP,0.0,,,,
139,3,2019-01-21,37,387XXRP,1768.81,1041.1,1435.91,1133.62,
140,3,2019-12-18,48,398XXRP,0.0,,,,
141,4,2019-05-24,1,41XXRP,38724.42,69872.44,49937.09,30107.54,
142,4,2019-01-17,2,42XXRP,91481.24,85763.19,86570.21,84405.45,
143,4,2019-01-28,3,43XXRP,16166.02,16384.59,15062.54,14490.06,
144,4,2019-01-06,4,44XXRP,59554.57,54069.82,53939.17,54687.08,
145,4,2019-05-07,5,45XXRP,48602.55,48016.95,45376.6,37590.77,
146,4,2019-09-17,6,46XXRP,10216.17,9609.3,7730.32,10871.94,
147,4,2019-01-10,7,47XXRP,37239.25,37175.62,35309.25,33186.53,
148,4,2019-06-12,8,48XXRP,71562.58,66308.14,67007.65,66705.03,
149,4,2019-08-30,9,49XXRP,21654.54,23199.13,23622.09,22819.83,
150,4,2019-07-22,10,410XXRP,34932.26,31909.34,32497.59,35973.26,
151,4,2019-02-20,11,411XXRP,30263.01,24014.25,22935.19,21829.06,
152,4,2019-10-21,12,412XXRP,8245.06,6688.85,6791.47,8821.43,
153,4,2019-05-23,13,413XXRP,75841.39,71040.18,68049.36,67867.44,
154,4,2019-10-07,14,414XXRP,28027.75,29498.57,26141.68,28956.69,
155,4,2019-10-16,16,416XXRP,7437.73,8880.79,10692.7,11943.48,
156,4,2019-08-15,17,417XXRP,20612.43,18711.03,19987.66,19877.22,
157,4,2019-09-25,18,418XXRP,10503.75,31660.95,22876.75,1297.83,
158,4,2019-07-28,19,419XXRP,4656.7,4707.84,3454.11,3290.03,
159,4,2019-11-12,20,420XXRP,8329.67,8382.52,9024.15,8345.01,
160,4,2019-12-02,21,421XXRP,11574.09,11226.39,10264.33,10383.02,
161,4,2019-11-20,22,422XXRP,19300.76,20262.73,19225.36,19046.6,
162,4,2019-02-10,23,423XXRP,43265.5,46049.34,41361.97,37208.06,
163,4,2019-09-16,24,424XXRP,11156.49,10783.25,9933.58,9100.34,
164,4,2019-02-01,25,425XXRP,15790.5,14753.25,14038.75,12513.25,
165,4,2019-04-24,26,426XXRP,22624.89,23256.1,21197.96,20071.21,
166,4,2019-01-19,27,427XXRP,3623.5,3239,2759.0,2686.04,
167,4,2019-01-18,28,428XXRP,1226.67,1098.87,1212.77,1071.35,
168,4,2019-03-15,29,429XXRP,9588.59,12901.02,11587.59,8187.41,
169,4,2019-01-08,30,430XXRP,8863.08,8758,8455.52,7669.5,
170,4,2019-10-29,31,431XXRP,3184.46,3664,3434.0,2850.0,
171,4,2019-03-06,32,432XXRP,17841.91,26507.93,22677.73,13671.99,
172,4,2019-12-17,33,433XXRP,12645.74,12786.93,11550.23,10176.74,
173,4,2019-12-20,34,434XXRP,27682.5,24422.5,23318.0,22230.5,
174,4,2019-12-01,35,435XXRP,4335.0,4685,4158.32,3426.0,
175,4,2019-10-19,36,436XXRP,578.0,784,269.0,758.0,
176,4,2019-08-23,37,437XXRP,5141.83,3873.03,5006.2,5275.05,
177,4,2019-06-28,38,438XXRP,88153.66,85038.65,78996.92,75038.64,
178,4,2019-02-03,39,439XXRP,0.0,,,,
179,4,2019-02-12,40,440XXRP,87370.88,82453.2,83546.43,83254.38,
180,4,2019-06-14,41,441XXRP,401.94,686.83,606.0,564.0,
181,4,2019-08-05,42,442XXRP,9960.26,8862.27,9653.87,9571.95,
182,4,2019-11-13,44,444XXRP,5972.36,6408.56,4914.14,4535.78,
183,4,2019-03-14,45,445XXRP,7.5,2.5,,14.97,
184,4,2019-09-11,46,446XXRP,34577.63,36319.99,34145.82,33716.7,
185,4,2019-02-13,47,447XXRP,0.0,498,,,
186,4,2019-10-22,48,448XXRP,1872.0,2952,1466.0,1368.0,
187,4,2019-02-20,49,449XXRP,6575.58,6793.11,9222.99,8805.42,
188,4,2019-12-24,43,493XXRP,60623.33,59740.02,56633.16,52109.53,
189,5,2019-11-07,1,51XXRP,9323.89,16861.1,11417.67,7168.41,
190,5,2019-05-11,2,52XXRP,11955.45,11794.51,11707.09,11452.33,
191,5,2019-04-04,3,53XXRP,4190.2,3661.66,3475.84,3181.87,
192,5,2019-06-24,4,54XXRP,9282.86,9266.08,9595.35,9297.39,
193,5,2019-04-10,5,55XXRP,10934.88,9035.23,9193.38,4284.02,
194,5,2019-03-02,6,56XXRP,1373.45,1560.2,1380.63,1761.47,
195,5,2019-06-17,7,57XXRP,4401.08,4259.2,4277.95,3921.55,
196,5,2019-11-27,8,58XXRP,14337.76,13575.76,14362.02,13157.07,
197,5,2019-01-10,9,59XXRP,4877.38,4332,5719.66,5619.57,
198,5,2019-08-27,10,510XXRP,8372.87,8395.71,9058.0,8683.35,
199,5,2019-10-29,11,511XXRP,5501.87,4359.56,5805.52,4898.06,
200,5,2019-07-28,12,512XXRP,2138.59,1942.46,2189.75,2294.15,
201,5,2019-01-06,13,513XXRP,11468.24,10153.08,10754.05,9922.82,
202,5,2019-09-16,14,514XXRP,3327.63,3208.93,3865.93,3875.23,
203,5,2019-10-13,16,516XXRP,4545.64,6757.42,5245.2,5150.43,
204,5,2019-02-17,17,517XXRP,2425.47,2172.53,2945.52,2917.04,
205,5,2019-10-21,18,518XXRP,1444.0,5980.5,3712.84,182.79,
206,5,2019-01-15,19,519XXRP,63.95,46.43,25.34,3.78,
207,5,2019-05-11,20,520XXRP,1308.84,1398.05,1751.63,1567.07,
208,5,2019-05-06,21,521XXRP,2002.48,1836.83,1876.15,1148.64,
209,5,2019-03-16,22,522XXRP,2628.64,3297.31,3458.62,2459.69,
210,5,2019-07-14,23,523XXRP,7253.83,7016.12,5376.03,5033.9,
211,5,2019-09-21,24,524XXRP,1520.0,1950.26,1084.5,1061.0,
212,5,2019-03-02,25,525XXRP,2516.0,3309,2436.0,2407.94,
213,5,2019-10-26,26,526XXRP,2054.31,2192.4,2162.35,1845.89,
214,5,2019-07-24,27,527XXRP,435.5,575,435.0,336.0,
215,5,2019-08-27,28,528XXRP,313.4,254.37,314.71,282.1,
216,5,2019-12-15,29,529XXRP,1734.49,1754.5,2053.82,1493.44,
217,5,2019-01-13,30,530XXRP,1176.26,1193,1206.5,911.0,
218,5,2019-09-18,31,531XXRP,605.0,732,739.73,602.42,
219,5,2019-06-27,32,532XXRP,2753.08,3456.77,4497.37,1781.83,
220,5,2019-06-14,33,533XXRP,1856.55,2014.33,1499.1,1107.02,
221,5,2019-01-25,34,534XXRP,4062.5,3485,3426.0,3730.0,
222,5,2019-11-28,35,535XXRP,827.0,1123,789.0,1026.0,
223,5,2019-01-04,36,536XXRP,341.0,513,466.0,226.0,
224,5,2019-06-25,38,538XXRP,63077.83,48204.05,46842.44,56525.15,
225,5,2019-08-28,40,540XXRP,21538.68,20417.62,20957.78,20167.51,
226,5,2019-02-16,41,541XXRP,259.0,288,333.0,237.54,
227,5,2019-11-17,42,542XXRP,2501.96,2626.7,2987.77,2725.43,
228,5,2019-12-13,44,544XXRP,917.45,914.47,1222.42,1142.05,
229,5,2019-07-08,45,545XXRP,0.0,,,10.96,
230,5,2019-04-29,46,546XXRP,4515.46,4738.98,4780.1,3915.01,
231,5,2019-05-21,47,547XXRP,0.0,30,,,
232,5,2019-11-02,49,549XXRP,0.0,,,,
233,5,2019-11-26,37,587XXRP,10543.08,8078.23,7834.84,7847.57,
234,5,2019-03-15,48,598XXRP,0.0,,2.25,,
235,6,2019-11-09,1,61XXRP,,43749.81,,19896.08,
236,6,2019-05-14,2,62XXRP,50810.04,46456.01,48127.95,46128.34,
237,6,2019-06-25,3,63XXRP,14831.0,13474.87,13121.03,12539.36,
238,6,2019-08-08,4,64XXRP,35192.87,30612.26,31553.54,30353.02,
239,6,2019-06-29,5,65XXRP,41607.89,37828.68,36062.33,34512.88,
240,6,2019-05-30,6,66XXRP,8301.2,10451.34,8612.88,7558.6,
241,6,2019-04-11,7,67XXRP,23567.81,23623.74,25015.36,21214.22,
242,6,2019-04-11,8,68XXRP,51620.42,45273.06,45497.57,44403.54,
243,6,2019-03-17,9,69XXRP,26716.19,31084.95,,30714.86,
244,6,2019-07-06,10,610XXRP,43843.57,43192.85,48176.55,40644.91,
245,6,2019-08-04,11,611XXRP,21103.95,18187.42,16198.86,15893.79,
246,6,2019-08-04,12,612XXRP,7150.11,6022.5,6212.79,6259.91,
247,6,2019-12-18,13,613XXRP,39860.7,37447.6,37257.41,35938.9,
248,6,2019-08-07,14,614XXRP,28269.16,24756,23989.81,22353.53,
249,6,2019-09-07,16,616XXRP,11819.17,11118.67,18668.96,16650.92,
250,6,2019-08-21,17,617XXRP,20550.99,19410.61,17928.33,17681.66,
251,6,2019-01-17,18,618XXRP,5256.3,15807.32,9885.9,1078.86,
252,6,2019-08-09,19,619XXRP,3707.61,2692.71,2858.04,2708.9,
253,6,2019-06-21,20,620XXRP,9803.81,7639.78,9520.84,8480.14,
254,6,2019-10-14,21,621XXRP,11793.23,11716.16,11312.81,11476.01,
255,6,2019-12-27,22,622XXRP,23716.37,20293.52,16816.34,19881.85,
256,6,2019-08-31,23,623XXRP,29660.17,31991.58,28389.19,26478.06,
257,6,2019-08-19,24,624XXRP,8532.4,8356.56,6601.06,6834.56,
258,6,2019-05-26,25,625XXRP,14733.0,15178,14527.75,13790.75,
259,6,2019-03-27,26,626XXRP,10668.54,11469.07,10490.04,10601.94,
260,6,2019-08-06,27,627XXRP,3115.0,2389.5,2348.5,2013.0,
261,6,2019-06-02,28,628XXRP,1190.89,875.51,1043.1,772.68,
262,6,2019-11-23,29,629XXRP,9397.08,8445.2,8466.83,6037.65,
263,6,2019-01-16,30,630XXRP,5952.4,5445.46,5125.94,4985.0,
264,6,2019-07-30,31,631XXRP,2662.0,3062.38,2716.5,2885.5,
265,6,2019-10-14,32,632XXRP,13871.9,17041.66,18864.94,7822.84,
266,6,2019-10-05,33,633XXRP,9161.01,8761.85,7807.0,7062.27,
267,6,2019-12-03,34,634XXRP,19745.03,20148.55,21050.63,19929.53,
268,6,2019-10-12,35,635XXRP,4091.0,3670,3558.0,2397.0,
269,6,2019-09-11,36,636XXRP,108.0,-50,632.0,820.0,
270,6,2019-06-16,37,637XXRP,5165.01,4660.36,5178.29,4093.59,
271,6,2019-08-20,38,638XXRP,100213.47,101825.18,103021.56,99082.28,
272,6,2019-10-17,40,640XXRP,73635.52,66061.73,69210.86,66488.53,
273,6,2019-03-10,41,641XXRP,1630.74,1541.87,1610.87,1234.0,
274,6,2019-05-05,42,642XXRP,8163.79,7983.04,8846.44,9095.22,
275,6,2019-10-11,44,644XXRP,8361.32,7161.91,7407.12,6224.29,
276,6,2019-04-07,45,645XXRP,24.62,42,14.06,10.0,
277,6,2019-03-27,46,646XXRP,27470.39,26160.34,27485.18,24740.51,
278,6,2019-11-28,47,647XXRP,-59.0,100,,,
279,6,2019-03-14,48,648XXRP,2893.0,944,1011.0,354.0,
280,6,2019-02-14,49,649XXRP,14727.18,18978.76,17620.52,17095.59,
281,6,2019-07-02,43,693XXRP,40815.87,39393.63,39083.48,34728.96,
282,7,2019-08-19,1,71XXRP,8970.97,14026.65,12477.79,8602.73,
283,7,2019-08-19,2,72XXRP,21129.93,21635.61,21900.24,21804.64,
284,7,2019-02-09,3,73XXRP,6958.0,7680.81,6446.34,5770.23,
285,7,2019-11-17,4,74XXRP,13418.73,12917.37,12230.31,12838.59,
286,7,2019-09-14,5,75XXRP,13463.36,17893.63,15961.9,11561.58,
287,7,2019-07-13,6,76XXRP,5546.98,6326.34,6494.41,6886.1,
288,7,2019-02-17,7,77XXRP,6854.9,8262.65,8519.06,6901.58,
289,7,2019-01-21,8,78XXRP,14979.64,14716.32,14181.7,14712.9,
290,7,2019-09-27,9,79XXRP,12221.42,13138.25,13309.81,13764.4,
291,7,2019-08-12,10,710XXRP,19127.16,17155.05,20378.37,21141.66,
292,7,2019-02-18,11,711XXRP,15566.93,17100.39,14373.98,14041.8,
293,7,2019-06-18,12,712XXRP,4160.66,3099.62,2610.89,3255.2,
294,7,2019-05-03,13,713XXRP,16011.92,13378.19,12370.54,12904.41,
295,7,2019-05-28,14,714XXRP,9403.39,9594.85,8437.41,9393.11,
296,7,2019-09-18,16,716XXRP,2774.48,4071.71,3733.69,5187.64,
297,7,2019-08-13,17,717XXRP,6838.94,5701.65,5331.84,7066.76,
298,7,2019-12-24,18,718XXRP,1062.0,3240,2228.39,628.57,
299,7,2019-12-27,19,719XXRP,1638.1,1464.15,1552.59,1467.39,
300,7,2019-10-11,20,720XXRP,2520.08,2744.77,2490.94,2714.08,
301,7,2019-04-23,21,721XXRP,2001.34,2540.17,2321.58,1890.09,
302,7,2019-05-30,22,722XXRP,4664.51,5405.45,4694.85,4331.78,
303,7,2019-04-09,23,723XXRP,13288.19,16660.66,16002.26,14504.03,
304,7,2019-11-03,24,724XXRP,2803.32,3079.7,2991.22,2309.64,
305,7,2019-01-25,25,725XXRP,5976.56,6597.5,6560.91,,
306,7,2019-12-30,26,726XXRP,2143.81,2541.63,2155.77,2140.73,
307,7,2019-04-02,27,727XXRP,233.0,254,306.0,224.0,
308,7,2019-06-26,28,728XXRP,202.63,225.96,191.47,299.04,
309,7,2019-01-02,29,729XXRP,1509.5,1604,1621.5,1410.75,
310,7,2019-01-24,30,730XXRP,1151.0,,1105.5,992.0,
311,7,2019-03-16,31,731XXRP,1543.0,1886,1947.42,1646.0,
312,7,2019-07-22,32,732XXRP,7280.21,7367.73,10170.37,7286.7,
313,7,2019-07-20,33,733XXRP,2071.22,1970.26,2164.4,1746.46,
314,7,2019-06-03,34,734XXRP,6012.3,5651.15,5913.11,6981.98,
315,7,2019-04-01,35,735XXRP,945.0,877,525.0,493.0,
316,7,2019-06-14,36,736XXRP,2017.0,2044.5,2124.0,1354.0,
317,7,2019-07-07,38,738XXRP,37611.7,36727.96,33632.79,38200.0,
318,7,2019-06-11,40,740XXRP,35190.04,36694.28,36532.91,37003.74,
319,7,2019-06-07,41,741XXRP,751.3,1498.82,1307.66,1090.84,
320,7,2019-09-23,42,742XXRP,5417.14,5361.92,3619.35,4411.8,
321,7,2019-08-17,44,744XXRP,3852.4,4915.96,3460.31,3474.67,
322,7,2019-05-02,45,745XXRP,2.0,23.78,21.54,14.54,
323,7,2019-04-27,46,746XXRP,12628.85,11486.36,11068.88,12468.69,
324,7,2019-10-18,47,747XXRP,25.0,,,30.0,
325,7,2019-12-12,48,748XXRP,0.0,,,,
326,7,2019-12-28,49,749XXRP,14.15,16.98,16.98,22.64,
327,7,2019-03-01,37,787XXRP,7414.22,6615.41,6749.82,7346.31,
328,7,2019-03-19,43,793XXRP,524.27,528.36,360.13,538.41,
329,8,2019-07-27,1,81XXRP,16181.89,34262.09,22319.25,11722.71,
330,8,2019-12-19,2,82XXRP,37550.1,35205.4,38435.19,34999.91,
331,8,2019-10-03,3,83XXRP,10483.04,9871.73,7243.11,8172.4,
332,8,2019-06-03,4,84XXRP,21759.76,19921.07,20303.28,18821.94,
333,8,2019-08-15,5,85XXRP,23880.84,25337.49,22645.61,15196.79,
334,8,2019-10-06,6,86XXRP,4104.97,6382.64,4654.82,3739.43,
335,8,2019-07-25,7,87XXRP,16528.54,16800.35,17430.76,13654.27,
336,8,2019-04-24,8,88XXRP,28177.56,28697.03,26672.76,26978.53,
337,8,2019-11-17,9,89XXRP,8244.57,9555.85,9706.63,9586.97,
338,8,2019-06-06,10,810XXRP,28716.87,19845.83,22886.99,18627.73,
339,8,2019-01-28,11,811XXRP,19366.65,18344.99,17227.66,17427.95,
340,8,2019-02-24,12,812XXRP,5158.64,6107.77,5715.56,6567.98,
341,8,2019-03-07,13,813XXRP,28075.31,24796.02,26096.85,26008.25,
342,8,2019-01-24,14,814XXRP,11410.69,13723.93,11899.38,12201.68,
343,8,2019-01-12,16,816XXRP,2955.93,4953.25,5911.55,5946.21,
344,8,2019-10-09,17,817XXRP,9477.43,8944.63,9069.14,8974.79,
345,8,2019-07-13,18,818XXRP,5982.0,16974.5,7063.46,764.64,
346,8,2019-05-29,19,819XXRP,1802.07,1777.15,1920.54,1479.62,
347,8,2019-12-02,20,820XXRP,3816.23,4640.45,3658.5,4711.84,
348,8,2019-11-28,21,821XXRP,7032.86,6992.02,6480.93,5928.86,
349,8,2019-11-22,22,822XXRP,8981.78,7999.79,9490.4,8240.26,
350,8,2019-01-11,23,823XXRP,15034.2,15449.36,14093.56,12586.47,
351,8,2019-03-06,24,824XXRP,5820.6,4713.05,4042.02,4029.32,
352,8,2019-09-06,25,825XXRP,7260.0,7064.75,7046.0,6385.5,
353,8,2019-09-04,26,826XXRP,8507.05,7811.36,9530.26,7071.5,
354,8,2019-02-14,27,827XXRP,1605.0,1408.5,1408.5,1367.0,
355,8,2019-07-08,28,828XXRP,619.36,420.38,470.02,493.37,
356,8,2019-01-15,29,829XXRP,4206.56,4875.24,4527.89,2668.69,
357,8,2019-06-18,30,830XXRP,3280.5,2792.5,3266.26,3372.44,
